"AccSpeciesName","OrigValueStr"
"Hesperantha stenosiphon","pink"
"Hesperantha truncatula","blue"
"Hesperantha truncatula","purple"
"Hesperantha woodii","pink"
"Hesperantha woodii","purple"
"Heteranthera callifolia","white"
"Heteromorpha arborescens","green"
"Heteromorpha arborescens","yellow"
"Heteromorpha trifoliata","white"
"Heteromorpha trifoliata","yellow"
"Heteropogon contortus","brown"
"Heteropogon contortus","green"
"Heteropogon contortus","white"
"Heteropyxis dehniae","white"
"Heterotis arenaria","pink"
"Heterotis decumbens","pink"
"Heterotis decumbens","purple"
"Heterotis rotundifolia","blue"
"Heterotis rotundifolia","purple"
"Heterotis sylvestris","pink"
"Heterotis sylvestris","purple"
"Hevea brasiliensis","green"
"Hewittia malabarica","white"
"Hewittia malabarica","yellow"
"Hewittia scandens","purple"
"Hewittia scandens","white"
"Hewittia scandens","yellow"
"Hexacyrtis dickiana","brown"
"Hexacyrtis dickiana","yellow"
"Hexalobus monopetalus","white"
"Hexalobus monopetalus","yellow"
"Hibiscus acetosella","pink"
"Hibiscus acetosella","purple"
"Hibiscus acetosella","red"
"Hibiscus aethiopicus","white"
"Hibiscus aethiopicus","yellow"
"Hibiscus asper","purple"
"Hibiscus asper","white"
"Hibiscus asper","yellow"
"Hibiscus caesius","white"
"Hibiscus caesius","yellow"
"Hibiscus calyphyllus","white"
"Hibiscus calyphyllus","yellow"
"Hibiscus cannabinus","purple"
"Hibiscus cannabinus","yellow"
"Hibiscus diversifolius","red"
"Hibiscus diversifolius","yellow"
"Hibiscus elliottiae","red"
"Hibiscus elliottiae","white"
"Hibiscus fleckii","white"
"Hibiscus fleckii","yellow"
"Hibiscus lobatus","white"
"Hibiscus lobatus","yellow"
"Hibiscus ludwigii","white"
"Hibiscus ludwigii","yellow"
"Hibiscus micranthus","pink"
"Hibiscus micranthus","white"
"Hibiscus microcarpus","pink"
"Hibiscus microcarpus","yellow"
"Hibiscus noldeae","red"
"Hibiscus noldeae","yellow"
"Hibiscus micranthus","pink"
"Hibiscus micranthus","white"
"Hibiscus micranthus","yellow"
"Hibiscus palmatus","white"
"Hibiscus palmatus","yellow"
"Hibiscus panduriformis","purple"
"Hibiscus panduriformis","yellow"
"Hibiscus physaloides","white"
"Hibiscus physaloides","yellow"
"Hibiscus rhodanthus","red"
"Hibiscus rosa-sinensis","pink"
"Hibiscus rosa-sinensis","red"
"Hibiscus sabdariffa","pink"
"Hibiscus sabdariffa","red"
"Hibiscus sabdariffa","yellow"
"Hibiscus schinzii","white"
"Hibiscus schinzii","yellow"
"Hibiscus schizopetalus","orange"
"Hibiscus schizopetalus","pink"
"Hibiscus schizopetalus","red"
"Hibiscus scotellii","red"
"Hibiscus scotellii","white"
"Hibiscus squamosus","purple"
"Hibiscus squamosus","yellow"
"Hibiscus sterculiifolius","purple"
"Hibiscus sterculiifolius","yellow"
"Hibiscus surattensis","purple"
"Hibiscus surattensis","red"
"Hibiscus surattensis","yellow"
"Hibiscus tiliaceus","brown"
"Hibiscus tiliaceus","purple"
"Hibiscus tiliaceus","yellow"
"Hiernia angolensis","blue"
"Hiernia angolensis","purple"
"Hiernia angolensis","white"
"Hildegardia barteri","red"
"Hippeastrum puniceum","pink"
"Hippeastrum puniceum","red"
"Hippeastrum puniceum","white"
"Hippocratea buchananii","green"
"Hippocratea buchananii","yellow"
"Hippocratea myriantha","blue"
"Hippocratea myriantha","white"
"Hirpicium angustifolium","yellow"
"Hirpicium antunesii","yellow"
"Hirpicium diffusum","orange"
"Hirpicium diffusum","yellow"
"Hirpicium gazanioides","yellow"
"Hirpicium gorterioides","yellow"
"Hirpicium gracile","yellow"
"Hirtella zanzibarica","white"
"Holarrhena floribunda","white"
"Holarrhena pubescens","white"
"Holothrix burchellii","green"
"Holothrix burchellii","purple"
"Holothrix burchellii","white"
"Holothrix cernua","green"
"Holothrix incurva","green"
"Holothrix incurva","yellow"
"Holothrix longiflora","white"
"Holothrix mundii","white"
"Holothrix orthoceras","blue"
"Holothrix orthoceras","white"
"Holothrix papillosa","white"
"Holothrix parviflora","purple"
"Holothrix parviflora","white"
"Holothrix schlechteriana","green"
"Holothrix schlechteriana","white"
"Holothrix schlechteriana","yellow"
"Holothrix scopularia","green"
"Holothrix scopularia","pink"
"Holothrix scopularia","white"
"Holothrix secunda","green"
"Holothrix secunda","yellow"
"Holothrix thodei","green"
"Holothrix thodei","orange"
"Holothrix thodei","yellow"
"Holothrix villosa","green"
"Homalium africanum","white"
"Homalium dewevrei","white"
"Homalium dewevrei","yellow"
"Homalium letestui","red"
"Homalium letestui","white"
"Homalium letestui","yellow"
"Homalium longistylum","white"
"Homalium longistylum","yellow"
"Homalium ogoouense","white"
"Moraea bulbillifera","white"
"Moraea bulbillifera","yellow"
"Hoodia gordonii","brown"
"Hoodia gordonii","purple"
"Hoodia gordonii","red"
"Hoodia mossamedensis","red"
"Hoodia pedicellata","brown"
"Hoodia pedicellata","purple"
"Ptilotrichum spinosum","pink"
"Ptilotrichum spinosum","white"
"Hoslundia opposita","white"
"Hoslundia opposita","white"
"Huernia keniensis","purple"
"Huernia keniensis","red"
"Hugonia orientalis","yellow"
"Hugonia platysepala","white"
"Hugonia platysepala","yellow"
"Humularia bequaertii","orange"
"Humularia bequaertii","yellow"
"Humularia descampsii","yellow"
"Humularia drepanocephala","yellow"
"Hunteria ballayi","white"
"Hura crepitans","green"
"Hura crepitans","red"
"Huttonaea grandiflora","green"
"Huttonaea grandiflora","pink"
"Huttonaea grandiflora","purple"
"Huttonaea grandiflora","white"
"Hybanthus enneaspermus","pink"
"Hybanthus enneaspermus","purple"
"Hydnora abyssinica","brown"
"Hydnora abyssinica","orange"
"Hydnora abyssinica","red"
"Hydrocotyle mannii","green"
"Hydrocotyle mannii","white"
"Hydrocotyle mannii","yellow"
"Hydrolea glabra","blue"
"Hydrolea glabra","purple"
"Hydrolea spinosa","blue"
"Hydrolea spinosa","purple"
"Hygrophila auriculata","blue"
"Hygrophila auriculata","purple"
"Hygrophila senegalensis","blue"
"Hygrophila senegalensis","purple"
"Hylodesmum repandum","orange"
"Hylodesmum repandum","red"
"Hymenaea courbaril","white"
"Hymenaea courbaril","yellow"
"Hymenaea verrucosa","white"
"Hymenocallis littoralis","white"
"Hymenocardia acida","pink"
"Hymenocardia acida","red"
"Hymenocardia acida","white"
"Hymenocardia heudelotii","green"
"Hymenocardia heudelotii","white"
"Hymenocardia ulmoides","green"
"Hymenocardia ulmoides","white"
"Hymenocoleus hirsutus","green"
"Hymenocoleus hirsutus","white"
"Hymenocoleus scaphus","white"
"Hymenodictyon floribundum","brown"
"Hymenodictyon floribundum","green"
"Hymenodictyon floribundum","purple"
"Hymenodictyon floribundum","red"
"Hymenodictyon floribundum","yellow"
"Hymenodictyon parvifolium","white"
"Hymenodictyon parvifolium","yellow"
"Hyobanche sanguinea","purple"
"Hyobanche sanguinea","white"
"Hyoscyamus muticus subsp. falezlez","green"
"Hyoscyamus muticus subsp. falezlez","purple"
"Hyoscyamus muticus subsp. falezlez","white"
"Hyoscyamus muticus subsp. falezlez","yellow"
"Hyparrhenia diplandra","brown"
"Hyparrhenia diplandra","green"
"Hyparrhenia diplandra","purple"
"Hyparrhenia diplandra","red"
"Hyparrhenia filipendula","brown"
"Hyparrhenia filipendula","green"
"Hyparrhenia filipendula","orange"
"Hyparrhenia filipendula","red"
"Hyparrhenia glabriuscula","brown"
"Hyparrhenia glabriuscula","green"
"Hyparrhenia involucrata","brown"
"Hyparrhenia involucrata","green"
"Hyparrhenia rufa","brown"
"Hyparrhenia rufa","green"
"Hypericophyllum angolense","orange"
"Hypericophyllum angolense","red"
"Hypericophyllum compositarum","orange"
"Hypericum aethiopicum","yellow"
"Hypericum lalandii","orange"
"Hypericum lalandii","red"
"Hypericum lalandii","white"
"Hypericum lalandii","yellow"
"Hypericum peplidifolium","yellow"
"Hypericum pubescens","yellow"
"Hypericum quartinianum","yellow"
"Hypericum revolutum","orange"
"Hypericum revolutum","yellow"
"Hypertelis salsoloides","green"
"Hypertelis salsoloides","pink"
"Hypertelis salsoloides","white"
"Hyperthelia dissoluta","green"
"Hyphaene coriacea","yellow"
"Hyphaene thebaica","white"
"Hypochaeris radicata","yellow"
"Hypoestes aristata","blue"
"Hypoestes aristata","purple"
"Hypoestes forskaolii","pink"
"Hypoestes forskaolii","white"
"Hypoestes triflora","pink"
"Hypoestes triflora","white"
"Hypolytrum heterophyllum","brown"
"Hypolytrum heterophyllum","green"
"Hypoxis angustifolia","yellow"
"Hypoxis colchicifolia","yellow"
"Hypoxis filiformis","yellow"
"Hypoxis floccosa","yellow"
"Hypoxis hemerocallidea","yellow"
"Hypoxis obtusa","yellow"
"Hypoxis rigidula","yellow"
"Hypoxis robusta","yellow"
"Hypselodelphys hirsuta","purple"
"Hypselodelphys hirsuta","white"
"Hypselodelphys poggeana","purple"
"Hypselodelphys poggeana","white"
"Hypselodelphys scandens","purple"
"Hypselodelphys scandens","white"
"Hyptis lanceolata","white"
"Hyptis spicigera","purple"
"Hyptis suaveolens","blue"
"Hyptis suaveolens","purple"
"Iberis carnosa","pink"
"Iberis carnosa","purple"
"Iberis carnosa","white"
"Icacina mannii","white"
"Icacina mannii","yellow"
"Icacina oliviformis","white"
"Ilex mitis","white"
"Illigera pentaphylla","white"
"Impatiens assurgens","pink"
"Impatiens assurgens","white"
"Impatiens briartii","pink"
"Impatiens briartii","white"
"Impatiens burtonii","white"
"Impatiens columbaria","pink"
"Impatiens columbaria","white"
"Impatiens gomphophylla","orange"
"Impatiens gomphophylla","red"
"Impatiens gomphophylla","yellow"
"Impatiens hians var. bipindensis","red"
"Impatiens hochstetteri","blue"
"Impatiens hochstetteri","purple"
"Impatiens hochstetteri","pink"
"Impatiens hochstetteri","purple"
"Impatiens hoehnelii","pink"
"Impatiens irvingii","pink"
"Impatiens irvingii","purple"
"Impatiens kamerunensis subsp. obanensis","blue"
"Impatiens kamerunensis subsp. obanensis","purple"
"Impatiens kamerunensis","purple"
"Impatiens kilimanjari","red"
"Impatiens niamniamensis","green"
"Impatiens niamniamensis","orange"
"Impatiens niamniamensis","purple"
"Impatiens niamniamensis","red"
"Impatiens kamerunensis subsp. obanensis","blue"
"Impatiens kamerunensis subsp. obanensis","purple"
"Impatiens polyantha","white"
"Impatiens pseudoviola","pink"
"Impatiens pseudoviola","purple"
"Impatiens rubromaculata","pink"
"Impatiens salpinx","red"
"Impatiens salpinx","white"
"Impatiens sylvicola","pink"
"Impatiens sylvicola","purple"
"Impatiens teitensis","pink"
"Impatiens teitensis","white"
"Impatiens tinctoria","white"
"Impatiens walleriana","orange"
"Impatiens walleriana","pink"
"Impatiens walleriana","purple"
"Impatiens walleriana","red"
"Impatiens walleriana","white"
"Indigofera antunesiana","green"
"Indigofera antunesiana","pink"
"Indigofera antunesiana","white"
"Indigofera arrecta","pink"
"Indigofera auricoma","pink"
"Indigofera auricoma","purple"
"Indigofera bracteolata","orange"
"Indigofera bracteolata","red"
"Indigofera congesta","orange"
"Indigofera congesta","red"
"Indigofera dendroides","pink"
"Indigofera dimidiata","pink"
"Indigofera elandsbergensis","pink"
"Indigofera filipes","pink"
"Indigofera frutescens","pink"
"Indigofera frutescens","white"
"Indigofera geminata","red"
"Indigofera goetzei","pink"
"Indigofera goetzei","red"
"Indigofera goetzei","white"
"Indigofera hedyantha","red"
"Indigofera heterotricha","pink"
"Indigofera heterotricha","white"
"Indigofera hirsuta","pink"
"Indigofera hirsuta","red"
"Indigofera longibarbata","pink"
"Indigofera longibarbata","purple"
"Indigofera lyallii","red"
"Indigofera macrocalyx","orange"
"Indigofera macrocalyx","red"
"Indigofera nigricans","red"
"Indigofera nigritana","orange"
"Indigofera nigritana","red"
"Indigofera nigritana","yellow"
"Indigofera nummulariifolia","red"
"Indigofera pilosa","red"
"Indigofera rhynchocarpa","green"
"Indigofera rhynchocarpa","red"
"Indigofera rhynchocarpa","white"
"Indigofera spicata","red"
"Indigofera spicata","white"
"Indigofera stenophylla","pink"
"Indigofera tinctoria","white"
"Indigofera tristis","pink"
"Indigofera tristis","red"
"Indigofera woodii","pink"
"Indigofera woodii","red"
"Inula confertiflora","yellow"
"Inula glomerata","yellow"
"Inula mannii","purple"
"Inula mannii","red"
"Inula stuhlmannii","white"
"Inula stuhlmannii","yellow"
"Iochroma cyaneum","blue"
"Iochroma cyaneum","pink"
"Ipomoea linosepala subsp. alpina","orange"
"Ipomoea linosepala subsp. alpina","white"
"Ipomoea linosepala subsp. alpina","yellow"
"Ipomoea aquatica","pink"
"Ipomoea aquatica","purple"
"Ipomoea argentaurata","purple"
"Ipomoea argentaurata","white"
"Ipomoea asarifolia","pink"
"Ipomoea batatas","pink"
"Ipomoea batatas","purple"
"Ipomoea batatas","white"
"Ipomoea blepharophylla","pink"
"Ipomoea blepharophylla","purple"
"Ipomoea blepharophylla","white"
"Ipomoea cairica","purple"
"Ipomoea cairica","white"
"Ipomoea coptica","pink"
"Ipomoea coptica","white"
"Ipomoea cordofana","white"
"Ipomoea coscinosperma","pink"
"Ipomoea crassipes","pink"
"Ipomoea crassipes","purple"
"Ipomoea crassipes","white"
"Ipomoea bonariensis","purple"
"Ipomoea bonariensis","white"
"Ipomoea hildebrandtii","pink"
"Ipomoea hildebrandtii","purple"
"Ipomoea hildebrandtii","white"
"Ipomoea imperati","white"
"Ipomoea imperati","yellow"
"Ipomoea pileata","pink"
"Ipomoea kituiensis","white"
"Ipomoea kituiensis","yellow"
"Ipomoea linosepala","pink"
"Ipomoea linosepala","purple"
"Ipomoea linosepala","white"
"Ipomoea linosepala","yellow"
"Ipomoea mauritiana","pink"
"Ipomoea mauritiana","purple"
"Ipomoea mauritiana","red"
"Ipomoea obscura","orange"
"Ipomoea obscura","white"
"Ipomoea obscura","yellow"
"Ipomoea ochracea","purple"
"Ipomoea ochracea","white"
"Ipomoea ochracea","yellow"
"Ipomoea pes-caprae","pink"
"Ipomoea pes-caprae","purple"
"Ipomoea pes-tigridis","pink"
"Ipomoea pes-tigridis","purple"
"Ipomoea pes-tigridis","white"
"Ipomoea prismatosyphon","pink"
"Ipomoea prismatosyphon","white"
"Ipomoea purpurea","blue"
"Ipomoea purpurea","pink"
"Ipomoea purpurea","white"
"Ipomoea quamoclit","red"
"Ipomoea rubens","pink"
"Ipomoea rubens","white"
"Ipomoea sinensis subsp. blepharosepala","pink"
"Ipomoea sinensis subsp. blepharosepala","purple"
"Ipomoea sinensis subsp. blepharosepala","white"
"Ipomoea spathulata","purple"
"Ipomoea spathulata","white"
"Ipomoea tricolor","blue"
"Ipomoea tricolor","purple"
"Ipomoea tricolor","white"
"Ipomoea tricolor","yellow"
"Ipomoea vagans","white"
"Ipomoea violacea","white"
"Ipomoea welwitschii","pink"
"Ipomoea welwitschii","purple"
"Irvingia gabonensis","yellow"
"Irvingia smithii","yellow"
"Irvingia tenuinucleata","green"
"Irvingia tenuinucleata","white"
"Irvingia tenuinucleata","yellow"
"Isatis tinctoria","yellow"
"Restio subverticillatus","brown"
"Isoberlinia angolensis","white"
"Isoberlinia doka","green"
"Isoberlinia doka","white"
"Isodon ramosissimus","purple"
"Isodon ramosissimus","white"
"Isoglossa cooperi","blue"
"Isoglossa cooperi","purple"
"Isoglossa cooperi","white"
"Isoglossa grandiflora","blue"
"Isoglossa grandiflora","pink"
"Isoglossa grandiflora","purple"
"Isoglossa gregoryi","pink"
"Isoglossa gregoryi","white"
"Isoglossa lactea","purple"
"Isoglossa lactea","white"
"Isoglossa laxa","purple"
"Isoglossa laxa","white"
"Isoglossa paucinervis","pink"
"Isoglossa paucinervis","purple"
"Isoglossa paucinervis","white"
"Isoglossa pawekiae","white"
"Isoglossa woodii","white"
"Isolona campanulata","green"
"Isolona campanulata","yellow"
"Isolona hexaloba","green"
"Isolona hexaloba","red"
"Isolona hexaloba","white"
"Isolona hexaloba","yellow"
"Ixia capillaris","blue"
"Ixia capillaris","white"
"Ixia erubescens","pink"
"Ixia flexuosa","pink"
"Ixia flexuosa","purple"
"Ixia flexuosa","white"
"Moraea longifolia","pink"
"Moraea longifolia","white"
"Ixia longituba","pink"
"Ixia longituba","white"
"Ixia maculata","brown"
"Ixia maculata","white"
"Ixia maculata","yellow"
"Ixia micrandra","pink"
"Ixia micrandra","purple"
"Ixia orientalis","pink"
"Ixia orientalis","purple"
"Ixia orientalis","white"
"Ixia polystachya","pink"
"Ixia polystachya","white"
"Ixia polystachya","yellow"
"Ixia rapunculoides","blue"
"Ixia rapunculoides","pink"
"Ixia rapunculoides","purple"
"Ixia scillaris","orange"
"Ixia scillaris","white"
"Ixia stricta","pink"
"Ixia stricta","purple"
"Ixia stricta","white"
"Ixora brachypoda","white"
"Ixora coccinea","red"
"Ixora guineensis","white"
"Ixora narcissodora","pink"
"Ixora narcissodora","white"
"Ixora praetermissa","white"
"Jacaranda mimosifolia","blue"
"Jacaranda mimosifolia","purple"
"Jamesbrittenia maxii","white"
"Jamesbrittenia maxii","yellow"
"Jamesbrittenia micrantha","white"
"Jamesbrittenia micrantha","yellow"
"Jamesbrittenia primuliflora","pink"
"Jamesbrittenia primuliflora","purple"
"Jamesbrittenia primuliflora","white"
"Jasminum abyssinicum","purple"
"Jasminum abyssinicum","red"
"Jasminum abyssinicum","white"
"Jasminum dichotomum","white"
"Jasminum fluminense","white"
"Jasminum kerstingii","white"
"Jasminum odoratissimum","yellow"
"Jasminum odoratissimum subsp. goetzeanum","yellow"
"Jasminum streptopus","white"
"Jateorhiza palmata","green"
"Jateorhiza palmata","yellow"
"Jatropha curcas","green"
"Jatropha curcas","yellow"
"Jatropha gossypiifolia","red"
"Jatropha gossypiifolia","yellow"
"Jatropha integerrima","red"
"Jatropha multifida","orange"
"Jatropha multifida","red"
"Jatropha podagrica","pink"
"Jatropha podagrica","red"
"Jonopsidium prolongoi (Boiss.) Batt.","purple"
"Jonopsidium prolongoi (Boiss.) Batt.","white"
"Julbernardia brieyi","pink"
"Julbernardia brieyi","white"
"Julbernardia globiflora","brown"
"Julbernardia globiflora","white"
"Julbernardia paniculata","white"
"Juniperus oxycedrus","brown"
"Juniperus oxycedrus","green"
"Juniperus thurifera var. africana","brown"
"Juniperus thurifera var. africana","green"
"Ludwigia abyssinica","yellow"
"Ludwigia pubescens var. piloso-linearis","yellow"
"Justicia betonica","purple"
"Justicia betonica","white"
"Monechma debile","pink"
"Monechma debile","purple"
"Monechma debile","white"
"Justicia caerulea","blue"
"Justicia caerulea","purple"
"Monechma debile","purple"
"Monechma debile","white"
"Monechma desertorum","white"
"Justicia diclipteroides","purple"
"Justicia elegantula","purple"
"Justicia eminii","purple"
"Justicia flava","brown"
"Justicia flava","yellow"
